Date,Reference No.,Customer,Sale Employee,Total (MYR),Rounding (MYR),Sale Total (MYR),Received (MYR),Tax (MYR),Tax Received (MYR),Charge (MYR),Net Received (MYR),Cash (MYR),Card (MYR),Others (MYR),Credit (MYR),Due (MYR),Remark,,Cash (MYR),Card (MYR),Cheque (MYR),Installment (MYR),Others (MYR),FOC (MYR)
19/4/2022,IN00811,a5c50f74,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
19/4/2022,IN00812,3f89e5ce,5232cbdb,190,0,190,190,0,0,0,190,190,0,0,0,0,Sale,,190,0,0,0,0,0
19/4/2022,IN00813,e0315c0a,d4d0ce6a,320,0,320,320,0,0,0,320,0,320,0,0,0,Sale,,0,320,0,0,0,0
19/4/2022,IN00814,5a55353d,547b42da,318,0,318,318,0,0,0,318,0,318,0,0,0,Sale,,0,318,0,0,0,0
19/4/2022,,e3b0c442,6a777e0f,828,0,828,828,0,0,0,828,190,638,0,0,,,,190,638,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
20/4/2022,IN00938,882502ce,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/4/2022,IN00816,109b0082,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/4/2022,IN00815,b5e50dc5,94467b66,268,0,268,0,0,0,0,0,0,0,0,0,268,Sale,,0,0,0,0,0,0
20/4/2022,IN00817,109b0082,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/4/2022,IN00818,ebe72b5e,1a4b3c0e,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
20/4/2022,,e3b0c442,6a777e0f,456,0,456,188,0,0,0,188,0,188,0,0,,,,0,188,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
21/4/2022,IN00819,9ce873f0,40612bd7,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
21/4/2022,IN00820,2f95de88,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
21/4/2022,IN00821,cc1be975,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
21/4/2022,IN00822,dee426e4,7fd54a0e,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
21/4/2022,,e3b0c442,6a777e0f,368,0,368,368,0,0,0,368,0,368,0,0,,,,0,368,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
22/4/2022,IN00823,93a8201f,547b42da,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
22/4/2022,IN00824,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
22/4/2022,IN00825,cd3d69de,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
22/4/2022,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
23/4/2022,IN00826,6d1c8396,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
23/4/2022,IN00827,66dc75a3,547b42da,380,0,380,380,0,0,0,380,0,380,0,0,0,Sale,,0,380,0,0,0,0
23/4/2022,IN00828,9fc02303,2c69d5e0,2116,0,2116,2116,0,0,0,2116,0,2116,0,0,0,Sale,,0,2116,0,0,0,0
23/4/2022,IN00829,8acee3a1,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
23/4/2022,IN00830,ac6a7015,a0fcd7ed,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
23/4/2022,IN00831,d3f3f40d,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
23/4/2022,IN00832,3db8e4b5,4cf89708,1140,0,1140,1140,0,0,0,1140,0,1140,0,0,0,Sale,,0,1140,0,0,0,0
23/4/2022,,e3b0c442,6a777e0f,3824,0,3824,3824,0,0,0,3824,0,3824,0,0,,,,0,3824,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
24/4/2022,IN00833,89ffb83a,547b42da,2520,0,2520,2520,0,0,0,2520,0,2520,0,0,0,Sale,,0,2520,0,0,0,0
24/4/2022,IN00834,89ffb83a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
24/4/2022,IN00835,099beeb6,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
24/4/2022,IN00836,2f95de88,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
24/4/2022,IN00837,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
24/4/2022,IN00838,be587198,547b42da,190,0,190,190,0,0,0,190,0,190,0,0,0,Sale,,0,190,0,0,0,0
24/4/2022,IN00839,af2256ea,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
24/4/2022,IN00840,82d132c8,547b42da,380,0,380,380,0,0,0,380,0,380,0,0,0,Sale,,0,380,0,0,0,0
24/4/2022,IN00841,882502ce,547b42da,380,0,380,380,0,0,0,380,0,380,0,0,0,Sale,,0,380,0,0,0,0
24/4/2022,,e3b0c442,6a777e0f,3470,0,3470,3470,0,0,0,3470,0,3470,0,0,,,,0,3470,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
25/4/2022,IN00842,c97117bd,4cf89708,5800,0,5800,5800,0,0,0,5800,0,5800,0,0,0,Sale,,0,5800,0,0,0,0
25/4/2022,IN00843,c97117bd,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/4/2022,IN00845,22c98759,40612bd7,50,0,50,50,0,0,0,50,50,0,0,0,0,Sale,,50,0,0,0,0,0
25/4/2022,IN00846,547d4053,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/4/2022,IN00847,b633e7c0,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/4/2022,IN00848,6a681188,547b42da,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/4/2022,IN00849,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/4/2022,IN00850,b5672191,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/4/2022,,e3b0c442,6a777e0f,5850,0,5850,5850,0,0,0,5850,50,5800,0,0,,,,50,5800,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
26/4/2022,IN00851,2aaab5c4,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
26/4/2022,IN00852,58934940,40612bd7,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
26/4/2022,IN00853,5ccf9e36,89003dbd,160,0,160,160,0,0,0,160,0,160,0,0,0,Sale,,0,160,0,0,0,0
26/4/2022,IN00854,5c9a1929,8b06d196,1149,0,1149,1149,0,0,0,1149,0,1149,0,0,0,Sale,,0,1149,0,0,0,0
26/4/2022,IN00855,342c3ab5,547b42da,1085,0,1085,1085,0,0,0,1085,0,0,1085,0,0,Sale,,0,0,0,0,1085,0
26/4/2022,IN00856,8cd283ff,547b42da,242,0,242,242,0,0,0,242,242,0,0,0,0,Sale,,242,0,0,0,0,0
26/4/2022,,e3b0c442,6a777e0f,2816,0,2816,2816,0,0,0,2816,242,1489,1085,0,,,,242,1489,0,0,1085,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
27/4/2022,IN00857,c97117bd,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/4/2022,IN00858,ea0164cb,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/4/2022,IN00859,97b43437,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/4/2022,IN00860,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/4/2022,IN00861,491a6fdc,547b42da,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/4/2022,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
28/4/2022,IN00862,3411662b,4cf89708,228,0,228,228,0,0,0,228,228,0,0,0,0,Sale,,228,0,0,0,0,0
28/4/2022,IN00863,06ba813e,4cf89708,198,0,198,198,0,0,0,198,0,0,198,0,0,Sale,,0,0,0,0,198,0
28/4/2022,IN00864,84b560ce,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
28/4/2022,,e3b0c442,6a777e0f,426,0,426,426,0,0,0,426,228,0,198,0,,,,228,0,0,0,198,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
29/4/2022,IN00865,b633e7c0,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
29/4/2022,IN00866,5c9a1929,5232cbdb,850,0,850,850,0,0,0,850,0,850,0,0,0,Sale,,0,850,0,0,0,0
29/4/2022,IN00867,e34f4e4e,8b06d196,1899.1,0,1899.1,1899.1,0,0,0,1899.1,0,1899.1,0,0,0,Sale,,0,1899.1,0,0,0,0
29/4/2022,IN00868,5c9a1929,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
29/4/2022,IN00869,e34f4e4e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
29/4/2022,IN00871,d5f430fe,547b42da,290,0,290,290,0,0,0,290,0,290,0,0,0,Sale,,0,290,0,0,0,0
29/4/2022,,e3b0c442,6a777e0f,3039.1,0,3039.1,3039.1,0,0,0,3039.1,0,3039.1,0,0,,,,0,3039.1,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
30/4/2022,IN00872,9fc30649,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/4/2022,IN00873,c5799690,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/4/2022,IN00874,16c85926,b64be3e5,1999,0,1999,1999,0,0,0,1999,0,1999,0,0,0,Sale,,0,1999,0,0,0,0
30/4/2022,IN00875,16c85926,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/4/2022,IN00876,9fc02303,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/4/2022,RC00007,3cea894e,547b42da,0,0,0,640,0,0,0,640,0,640,0,0,0,Payment TK00718: IN00716,,0,640,0,0,0,0
30/4/2022,IN00877,3cea894e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/4/2022,IN00878,d3f3f40d,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/4/2022,IN00879,8d67bb95,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/4/2022,IN00880,405a463d,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/4/2022,IN00881,2f95de88,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
30/4/2022,IN00882,593567b3,a0fcd7ed,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
30/4/2022,,e3b0c442,6a777e0f,2187,0,2187,2827,0,0,0,2827,0,2827,0,0,,,,0,2827,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
1/5/2022,IN00883,c92b68db,4cf89708,380,0,380,380,0,0,0,380,0,380,0,0,0,Sale,,0,380,0,0,0,0
1/5/2022,IN00888,2b6a92e9,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
1/5/2022,IN00884,937ba21e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
1/5/2022,IN00885,937ba21e,547b42da,2680,0,2680,2680,0,0,0,2680,0,2680,0,0,0,Sale,,0,2680,0,0,0,0
1/5/2022,IN00886,2b6a92e9,8b06d196,999,0,999,999,0,0,0,999,999,0,0,0,0,Sale,,999,0,0,0,0,0
1/5/2022,IN00887,4454babd,8b06d196,999,0,999,999,0,0,0,999,0,999,0,0,0,Sale,,0,999,0,0,0,0
1/5/2022,IN00889,e0d24676,547b42da,3185,0,3185,0,0,0,0,0,0,0,0,0,3185,Sale,,0,0,0,0,0,0
1/5/2022,IN00890,7b880857,97af2fa0,145,0,145,145,0,0,0,145,0,145,0,0,0,Sale,,0,145,0,0,0,0
1/5/2022,IN00891,748c0b22,6ef20bf7,190,0,190,190,0,0,0,190,0,190,0,0,0,Sale,,0,190,0,0,0,0
1/5/2022,,e3b0c442,6a777e0f,8578,0,8578,5393,0,0,0,5393,999,4394,0,0,,,,999,4394,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
2/5/2022,IN00892,fdcf2383,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2022,IN00893,4e171d54,8b06d196,899.1,0,899.1,899.1,0,0,0,899.1,0,899.1,0,0,0,Sale,,0,899.1,0,0,0,0
2/5/2022,IN00894,16c85926,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2022,IN00895,4e171d54,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2022,IN00896,a5c50f74,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2022,,e3b0c442,6a777e0f,899.1,0,899.1,899.1,0,0,0,899.1,0,899.1,0,0,,,,0,899.1,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
5/5/2022,IN00897,7fcd60f1,875bc2b9,1999,0,1999,1999,0,0,0,1999,0,1999,0,0,0,Sale,,0,1999,0,0,0,0
5/5/2022,IN00898,7cd19dac,4cf89708,999,0,999,999,0,0,0,999,0,999,0,0,0,Sale,,0,999,0,0,0,0
5/5/2022,IN00899,7cd19dac,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/5/2022,IN00900,a70944a9,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/5/2022,IN00901,e34f4e4e,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/5/2022,,e3b0c442,6a777e0f,2998,0,2998,2998,0,0,0,2998,0,2998,0,0,,,,0,2998,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
6/5/2022,IN00902,1ca49e22,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
6/5/2022,IN00903,b6e1d81d,547b42da,1470,0,1470,1470,0,0,0,1470,0,1470,0,0,0,Sale,,0,1470,0,0,0,0
6/5/2022,IN00904,dee426e4,547b42da,245,0,245,245,0,0,0,245,0,245,0,0,0,Sale,,0,245,0,0,0,0
6/5/2022,,e3b0c442,6a777e0f,1715,0,1715,1715,0,0,0,1715,0,1715,0,0,,,,0,1715,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
7/5/2022,IN00905,84b560ce,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/5/2022,IN00906,ca4a2f58,4cf89708,999,0,999,999,0,0,0,999,0,999,0,0,0,Sale,,0,999,0,0,0,0
7/5/2022,IN00907,2b6a92e9,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/5/2022,IN00908,106adda2,40612bd7,80,0,80,80,0,0,0,80,0,80,0,0,0,Sale,,0,80,0,0,0,0
7/5/2022,IN00909,1489b2fb,40612bd7,80,0,80,80,0,0,0,80,0,80,0,0,0,Sale,,0,80,0,0,0,0
7/5/2022,IN00910,9b19074a,4cf89708,899.1,0,899.1,899.1,0,0,0,899.1,0,899.1,0,0,0,Sale,,0,899.1,0,0,0,0
7/5/2022,IN00911,9b19074a,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/5/2022,,e3b0c442,6a777e0f,2058.1,0,2058.1,2058.1,0,0,0,2058.1,0,2058.1,0,0,,,,0,2058.1,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
8/5/2022,IN00912,ba304abb,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/5/2022,IN00913,16c85926,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/5/2022,IN00914,4e171d54,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/5/2022,IN00915,2b6a92e9,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/5/2022,IN00916,106adda2,40612bd7,160,0,160,160,0,0,0,160,0,160,0,0,0,Sale,,0,160,0,0,0,0
8/5/2022,IN00917,6138284a,40612bd7,160,0,160,160,0,0,0,160,0,160,0,0,0,Sale,,0,160,0,0,0,0
8/5/2022,IN00918,89ffb83a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/5/2022,IN00919,ebe72b5e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/5/2022,,e3b0c442,6a777e0f,320,0,320,320,0,0,0,320,0,320,0,0,,,,0,320,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
9/5/2022,IN00920,cfad4fca,5232cbdb,999,0,999,999,0,0,0,999,0,999,0,0,0,Sale,,0,999,0,0,0,0
9/5/2022,IN00921,fdcf2383,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/5/2022,IN00922,9fc02303,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/5/2022,IN00923,cfad4fca,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/5/2022,IN00924,5c9a1929,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/5/2022,IN00925,5cc34731,547b42da,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/5/2022,IN00926,1ca49e22,6a4c7777,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/5/2022,IN00927,92732137,547b42da,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/5/2022,,e3b0c442,6a777e0f,999,0,999,999,0,0,0,999,0,999,0,0,,,,0,999,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
10/5/2022,IN00928,937ba21e,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2022,IN00929,cd3d69de,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2022,IN00930,3820a7c7,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2022,IN00931,7cd19dac,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2022,IN00932,7fcd60f1,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2022,IN00933,804e5e04,547b42da,688,0,688,0,0,0,0,0,0,0,0,0,688,Sale,,0,0,0,0,0,0
10/5/2022,IN00934,49241555,94467b66,236,0,236,236,0,0,0,236,236,0,0,0,0,Sale,,236,0,0,0,0,0
10/5/2022,IN00935,cb493f2b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2022,IN00936,4454babd,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2022,IN00937,2b6a92e9,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2022,,e3b0c442,6a777e0f,924,0,924,236,0,0,0,236,236,0,0,0,,,,236,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
11/5/2022,IN00939,16c85926,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/5/2022,IN00940,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/5/2022,IN00941,dee426e4,547b42da,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/5/2022,IN00942,5c9a1929,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/5/2022,IN00943,2f95de88,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/5/2022,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
12/5/2022,IN00944,89ba30a7,b64be3e5,1144,0,1144,999,0,0,0,999,0,999,0,0,145,Sale,,0,999,0,0,0,0
12/5/2022,IN00945,9b19074a,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/5/2022,IN00946,7fcd60f1,3f7db642,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/5/2022,IN00947,2b6a92e9,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/5/2022,,e3b0c442,6a777e0f,1144,0,1144,999,0,0,0,999,0,999,0,0,,,,0,999,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
13/5/2022,IN00948,3411662b,4b31d727,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2022,RC00008,8605a168,c8d2f331,0,0,0,840,0,0,0,840,0,840,0,0,0,Payment TK00040: IN00040,,0,840,0,0,0,0
13/5/2022,IN00949,8605a168,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2022,IN00950,5c9a1929,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2022,IN00951,7cd19dac,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2022,IN00952,cfad4fca,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2022,IN00953,9b19074a,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2022,,e3b0c442,6a777e0f,0,0,0,840,0,0,0,840,0,840,0,0,,,,0,840,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
14/5/2022,IN00954,84b560ce,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/5/2022,IN00955,6487fb2f,5232cbdb,899.1,0,899.1,899.1,0,0,0,899.1,0,0,899.1,0,0,Sale,,0,0,0,0,899.1,0
14/5/2022,IN00956,6487fb2f,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/5/2022,IN00957,b5672191,4b31d727,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/5/2022,IN00958,d1e2ee40,a0fcd7ed,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
14/5/2022,IN00959,d1e2ee40,547b42da,160,0,160,160,0,0,0,160,0,160,0,0,0,Sale,,0,160,0,0,0,0
14/5/2022,IN00960,16c85926,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/5/2022,IN00961,2b6a92e9,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/5/2022,IN00962,a70944a9,40612bd7,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/5/2022,IN00963,4454babd,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/5/2022,IN00964,8d67bb95,a0fcd7ed,188,0,188,188,0,0,0,188,0,188,0,0,0,Sale,,0,188,0,0,0,0
14/5/2022,IN00965,8d67bb95,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/5/2022,,e3b0c442,6a777e0f,1435.1,0,1435.1,1435.1,0,0,0,1435.1,0,536,899.1,0,,,,0,536,0,0,899.1,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
15/5/2022,IN00966,ba304abb,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/5/2022,IN00967,c6bfe23c,8b06d196,388,0,388,388,0,0,0,388,0,388,0,0,0,Sale,,0,388,0,0,0,0
15/5/2022,IN00968,c6bfe23c,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/5/2022,IN00969,859d2cf1,8b06d196,899.1,0,899.1,200,0,0,0,200,200,0,0,0,699.1,Sale,,200,0,0,0,0,0
15/5/2022,IN00970,3411662b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/5/2022,IN00971,2b6a92e9,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/5/2022,IN00972,859d2cf1,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/5/2022,IN00973,89ba30a7,5232cbdb,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/5/2022,IN00974,ebe72b5e,547b42da,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/5/2022,IN00975,af2256ea,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
